level,species,z,theta
resources,1,15.559423872094142,7.6997196827374825
resources,2,13.093818587362112,7.452292009335013
resources,3,13.38933993504896,8.728769346981505
resources,4,11.821525078790053,5.603324820195681
resources,5,12.559839145556483,7.531945433945668
resources,6,13.180601859023703,9.86685062717493
consumers,1,9.764703935450287,3.4436407369351163
consumers,2,8.860279326628032,1.2758632388383395
consumers,3,10.468684423806787,3.115589407035164
consumers,4,10.619255764651912,4.70506857201106
consumers,5,13.755101342070695,9.444694247293315
consumers,6,10.321850985026712,3.732384355253049
consumers,7,11.087792579448255,6.659648703304444
