level,species,z,theta
resources,1,14.023296355160356,4.240755299033321
resources,2,14.315182690269044,7.54609640239388
resources,3,15.389568462245554,9.974362899208318
resources,4,13.82439621276302,6.0183742720047935
resources,5,13.991496636706186,6.412049645730276
resources,6,10.13176327044097,3.5910888041799494
resources,7,14.972969834362543,9.31414112875249
resources,8,5.903126613153519,0.20800308702300319
resources,9,7.570609295430315,2.461953690872596
resources,10,13.85563602278101,4.846746296325946
resources,11,7.298271940981698,0.9813919257681447
resources,12,7.644568075021635,1.71949549133543
resources,13,14.74831892353872,8.886138873752385
resources,14,7.765864049039955,3.6093343337538064
resources,15,8.343751696661727,3.2081568819837925
resources,16,11.875369062880589,7.896344339219432
resources,17,2.6625751417811934,1.2721267201879294
resources,18,13.729588807252338,8.065422355746282
resources,19,11.953824219659323,8.551159103331933
resources,20,8.622378043689173,4.4790290638448464
resources,21,5.512520633822343,3.2272677040066355
resources,22,13.573015236834108,7.904452931680968
resources,23,11.49689398268835,7.529815219523757
resources,24,1.251187737777835,0.23844124207817563
resources,25,13.536961118781333,8.783462295914891
resources,26,11.522663924099364,9.655628768620144
resources,27,10.789686360106183,7.419513094213402
consumers,1,8.235366063630796,9.024099604186857
consumers,2,6.409330013082959,4.9728387452912255
consumers,3,4.993891696148619,0.6948549395553005
consumers,4,12.460490349281983,9.496920570944285
consumers,5,5.504970774821216,2.352179134111949
consumers,6,7.876684656917128,8.589325285738523
consumers,7,6.489589596632207,3.7603306158899152
consumers,8,5.067137039394073,1.4472576162134487
consumers,9,6.924588152575657,6.8098912711543065
consumers,10,7.895781654627649,8.024442070251634
consumers,11,1.6528996217619416,2.250406391133899
consumers,12,6.327282499317353,5.619271300900744
consumers,13,7.310214218092151,3.8355706247281307
consumers,14,5.660236273977482,0.9163032475811583
consumers,15,7.773522502354999,2.327589545071107
consumers,16,11.0192662002981,4.464354425595481
consumers,17,6.028683491241565,2.243539803651564
consumers,18,3.0630411348971855,3.8762391168976706
consumers,19,6.710767653135763,4.479131217760692
consumers,20,8.549498378021578,9.097620451571986
consumers,21,8.582922893061264,5.027514172207612
consumers,22,8.25356310957329,3.4013399222848073
consumers,23,8.95378226938364,9.031565128409937
consumers,24,5.360663498056638,0.16607440855749722
consumers,25,12.678750416514173,9.291154977697968
consumers,26,7.41098650078632,5.09234496175492
consumers,27,7.202216648556807,4.2189661596318935
consumers,28,6.726794437276507,3.1020422606329823
consumers,29,12.467381685659184,9.306533198747315
consumers,30,8.96886977058664,9.814827093595964
consumers,31,10.6108780695916,3.814921502056432
consumers,32,11.03162724864294,4.428689984740652
consumers,33,12.735957521215525,9.787129955545966
consumers,34,8.555668161605476,1.1915517315829982
consumers,35,6.073084753823723,7.371254228684325
