level,species,z,theta
resources,1,15.145631479936197,6.762338956712495
resources,2,7.941084174099326,6.152240715699524
resources,3,-3.5835672550971824,1.734622850402503
resources,4,-3.5594357603134594,2.128807409255955
resources,5,11.112298963657963,8.266093107719987
resources,6,2.9910526072375156,2.5590168179398587
resources,7,12.658849479322223,6.247105619256022
resources,8,13.23864105647443,7.949373682098699
resources,9,4.612581496545968,6.398683192324643
resources,10,13.467853386454014,8.714806476413667
resources,11,-0.3922355053391833,3.024382865347328
resources,12,-3.2889663470697217,2.9215311790770904
resources,13,6.954067575426113,7.160624313486217
resources,14,13.19986852981402,7.962118863406946
resources,15,3.0909640982073308,3.3813430303645498
resources,16,-0.8811182898734682,3.053254596554267
resources,17,7.31818593739147,7.531947862755319
resources,18,3.622106936357597,4.3946667718820205
resources,19,0.07520077916671963,4.084454297173741
resources,20,16.09645732064729,9.882710123182033
resources,21,10.889399549165875,7.762895218486872
resources,22,12.040260441319,9.504201682008448
resources,23,-2.994597777101921,3.836886415132581
resources,24,5.668407727374728,5.442517498119082
resources,25,1.1331807971855525,3.3890001753019527
resources,26,4.563119131488165,4.822584352243773
resources,27,13.607874539664964,9.652697550584044
resources,28,9.582767522523463,7.879949680992809
resources,29,9.957120394121025,7.303605531006889
resources,30,10.376211546393215,6.035035513078837
resources,31,4.713024033774394,5.674225645901883
resources,32,3.325769058393307,2.852514788025813
resources,33,12.66654165982039,6.1286511906548435
resources,34,12.780319238198826,6.76490700614059
resources,35,8.655559526788677,3.4959738978727573
resources,36,1.798621690349126,3.146944963885512
resources,37,8.969457166679806,3.677899815408947
resources,38,2.6444886993021237,8.172264432304086
resources,39,7.9938048321621595,7.290506235162875
resources,40,6.527830152013286,3.3478373662795935
resources,41,1.5276695996350775,1.5276695996350775
resources,42,13.410987727030403,8.627796929928111
resources,43,8.030557972350461,7.370472578925518
resources,44,9.732256066450933,6.426244365618812
resources,45,12.333690037763285,4.975770996294353
resources,46,-0.2786140923754613,1.5353737878637896
resources,47,0.4723415405893313,1.4326209816604352
resources,48,7.501473100405128,4.195418406262121
resources,49,8.022325619041471,5.763469076493887
resources,50,2.5985892091842695,2.598591224985065
resources,51,0.4954918197569984,0.7036094785620683
resources,52,6.857709655904316,4.400461230412449
consumers,1,5.0711140563254045,6.056680850532654
consumers,2,10.394761002650863,4.7797439834888245
consumers,3,3.2998375495634025,4.601172720518436
consumers,4,3.9426100578865766,1.9962021799179208
consumers,5,6.238367488014179,3.516815548080303
consumers,6,5.408831379241094,8.603290785384745
consumers,7,7.3760520615469165,7.3140039849199905
consumers,8,2.8853033462174658,0.6423934162097811
consumers,9,7.556854672754814,6.276008619086523
consumers,10,-0.9806355551509562,4.629952042587282
consumers,11,2.680933189824856,1.00051834376373
consumers,12,7.244429114208734,5.001774401214423
consumers,13,6.120509261960543,4.86900261465395
consumers,14,13.739710157887172,9.889636106108641
consumers,15,5.997461611183158,2.4482117842954887
consumers,16,8.203179350792226,8.418052198887354
consumers,17,1.9952257782077636,1.4130411179489122
consumers,18,8.305823852247075,9.873298033427298
consumers,19,7.371599882717145,6.401195927989538
consumers,20,8.157285272560095,9.743417710546098
consumers,21,4.156122060338893,6.095290457671494
consumers,22,-0.5627296402936288,6.143996081141672
