level,species,z,theta
resources,1,8.49616620083329,2.0222992320806954
resources,2,12.075513711348444,6.873574480546258
resources,3,12.12612077703536,7.182070209016436
resources,4,12.320134610333538,7.252995413321295
resources,5,8.908808668833617,1.148484157342815
resources,6,8.276745229891196,1.6996697930946336
resources,7,6.261533424881835,3.3675636323924474
consumers,1,6.254989308472239,1.3654255730627995
consumers,2,7.374830619022144,4.018325915778112
consumers,3,7.479926530532255,6.486388445863915
consumers,4,6.902084818922672,3.211588418574509
consumers,5,9.802053725428397,7.989751077935987
consumers,6,7.324527250121341,4.134602866721759
consumers,7,8.982247661287223,7.499207298040249
consumers,8,8.939054866006552,7.558608975072203
consumers,9,6.085552538182874,0.5685013177960108
consumers,10,8.226138236528056,6.7144250336761395
consumers,11,7.397117319304891,4.577743948210835
consumers,12,8.090566658231811,6.568557855554897
consumers,13,9.681377180080473,9.96164575131565
