level,species,z,theta
resources,1,15.00597781103619,8.475455099737037
resources,2,14.153787096947289,5.777665772318985
resources,3,12.458580314424692,8.678091941364558
resources,4,13.541461976618105,6.970382612568042
consumers,1,12.28028261784881,7.515813039307034
consumers,2,12.876229749691635,8.978351083583737
consumers,3,10.77414109027854,4.077483835235906
consumers,4,13.02599559337909,9.86480777642642
consumers,5,8.833033355303982,0.1682525224306186
consumers,6,13.284179845915476,9.297185550749173
consumers,7,10.560114965989715,2.317096646637513
consumers,8,11.587408749121746,3.8746451616328836
consumers,9,11.800062228788764,4.154678726709228
consumers,10,11.539200682120079,6.670215263268943
consumers,11,11.60098472837878,4.029749183492497
consumers,12,9.078642114823849,1.9793878512466945
consumers,13,11.147791478775297,2.2534140715249418
consumers,14,12.29789178132136,5.709892563739338
consumers,15,13.211160129278376,8.825995656743963
