level,species,z,theta
resources,1,14.605134614409417,7.732356741035284
resources,2,13.671962324840147,6.00215060983424
resources,3,6.092823294030262,0.6095597008058573
resources,4,14.948418762522405,9.48682400731748
resources,5,14.887856036785566,9.872417808745244
resources,6,13.859398174372377,5.877446239567378
resources,7,2.6227616835654595,0.9884200256253406
resources,8,12.0755842043899,5.255994827278578
consumers,1,12.729105947058654,9.169420481223483
consumers,2,11.588887407964037,6.117971642809885
consumers,3,11.996394979866933,5.539185607296115
consumers,4,11.686629307080166,4.235411972313865
consumers,5,11.525075945311924,5.277033364447821
consumers,6,12.761393197221034,9.400664278188472
consumers,7,3.163504910132626,4.505606948167433
consumers,8,3.513822458730976,5.705389345412182
consumers,9,11.861236457892705,6.914479174779946
consumers,10,11.972895004236833,7.208904296329401
consumers,11,12.227999584883957,8.363242942719335
consumers,12,4.362004251832635,0.06512655401388345
consumers,13,5.164389475443415,3.0998769717530616
consumers,14,11.402112860980763,4.194998598283711
consumers,15,9.946163218411147,4.743927140226807
consumers,16,11.284323108085992,4.017851785210523
consumers,17,12.199370297426695,6.458459099039981
consumers,18,12.188164457575333,6.414229410109533
consumers,19,12.548080475666191,8.178477277955762
consumers,20,11.549358967357218,4.630125228841919
consumers,21,11.525203348338456,6.484857682998124
consumers,22,12.389946007678759,7.2100214292980835
consumers,23,11.36656564016457,5.918152456403478
consumers,24,6.735783157303518,8.170582081240367
