level,species,z,theta
resources,1,12.109430054073512,4.016345165198771
resources,2,4.894364703661991,0.6779794858982502
resources,3,4.023142577781077,0.7982454142898687
consumers,1,5.330157127947934,7.193356190357836
consumers,2,11.276193600952022,9.410830016914943
consumers,3,3.710659309893943,1.0831228657069114
consumers,4,10.714863033459341,7.624132636406302
consumers,5,8.472147458336387,0.17630567535368957
consumers,6,9.31914948818285,2.2433346255849207
consumers,7,10.086577728317641,5.47869745624882
